AreaID,AreaName,ZoneId,ZoneName,Polygon,IsLive,ZoneType
174,"Atlanta, GA",3452,GA: Alpharetta,"POLYGON ((-84.379046 34.095487, -84.370921 34.095487, -84.348599 34.061236, -84.321448 34.056545, -84.316499 34.05569, -84.314187 34.050326, -84.314186 34.050326, -84.312207 34.045734, -84.310319 34.038764, -84.282943 34.025495, -84.283163 34.025178, -84.236323 34.002786, -84.299074 34.002335, -84.299271 34.002052, -84.235422 34.002595, -84.22433 33.993899, -84.221864 33.991966, -84.221647 33.992278, -84.219947 33.991024, -84.204651 34.003787, -84.197071 34.010436, -84.189272 34.017297, -84.189171 34.017236, -84.170942 34.033157, -84.161941 34.042714, -84.160969 34.043745, -84.160843 34.043879, -84.149525 34.055894, -84.161066 34.08545, -84.174961 34.094384, -84.165604 34.107804, -84.110603 34.107804, -84.137518 34.146394, -84.176304 34.146394, -84.168231 34.157966, -84.204374 34.209751, -84.276658 34.209751, -84.312801 34.157966, -84.299291 34.1386, -84.318902 34.132809, -84.35782 34.111804, -84.360021 34.114961, -84.432306 34.114961, -84.468449 34.063118, -84.441136 34.023918, -84.436718 34.023444, -84.410961 34.020028, -84.396835 34.017064, -84.415266 34.04352, -84.379046 34.095487))",true,null
174,"Atlanta, GA",3430,GA: Atlanta,"POLYGON ((-84.3499027 33.7424229, -84.3499027 33.7746769, -84.3693004 33.7820964, -84.3823467 33.796791, -84.4134174 33.8049218, -84.4079243 33.7427083, -84.3499027 33.7424229))",true,null
174,"Atlanta, GA",3435,GA: Blandtown,"POLYGON ((-84.4134174 33.8049218, -84.4317321 33.8557518, -84.4608835 33.8565855, -84.4614861 33.8205325, -84.4622593 33.804674, -84.4834199 33.7548811, -84.4448829 33.7473594, -84.4079243 33.7427083, -84.4134174 33.8049218))",true,null
174,"Atlanta, GA",3443,GA: Buckhead,"POLYGON ((-84.3353652 33.7959911, -84.3310737 33.8337862, -84.3686675 33.8479016, -84.4317321 33.8557518, -84.4134174 33.8049218, -84.3823467 33.796791, -84.3693004 33.7820964, -84.3499027 33.7746769, -84.3353652 33.7959911))",true,null
174,"Atlanta, GA",4881,GA: Cartersville,"POLYGON ((-84.85467 34.159145, -84.782385 34.159145, -84.746243 34.21093, -84.782385 34.262683, -84.85467 34.262683, -84.890813 34.21093, -84.85467 34.159145))",true,null
174,"Atlanta, GA",3440,GA: College Park,"POLYGON ((-84.450129 33.6444, -84.418932 33.663169, -84.418979 33.663202, -84.403024 33.697984, -84.497425 33.695275, -84.497527 33.695272, -84.499884 33.708491, -84.550234 33.708491, -84.586377 33.656399, -84.550234 33.604276, -84.533967 33.604276, -84.511424 33.614094, -84.488908 33.623899, -84.488857 33.623794, -84.457443 33.624223, -84.457419 33.624335, -84.454391 33.638255, -84.450129 33.6444))",true,null
174,"Atlanta, GA",4874,GA: Conyers,"POLYGON ((-83.978739 33.696932, -84.020473 33.696932, -84.015925 33.690378, -84.052067 33.638276, -84.082618 33.638276, -84.051024 33.592704, -83.978739 33.592704, -83.942596 33.644834, -83.978739 33.696932))",false,null
174,"Atlanta, GA",4878,GA: Cumming,"POLYGON ((-84.175315 34.146394, -84.137518 34.146394, -84.110603 34.107804, -84.1484 34.107804, -84.148322 34.107692, -84.093241 34.107692, -84.092923 34.107235, -84.075719 34.107235, -84.039576 34.159052, -84.075719 34.210837, -84.08146 34.210837, -84.095292 34.230647, -84.167576 34.230647, -84.19327 34.193845, -84.168231 34.157966, -84.176304 34.146394, -84.175315 34.146394))",true,null
174,"Atlanta, GA",4875,GA: Douglasville,"POLYGON ((-84.565771 33.773216, -84.565989 33.784287, -84.604075 33.784287, -84.61734 33.76519, -84.660241 33.76519, -84.686304 33.727653, -84.72065 33.777115, -84.792935 33.777115, -84.829078 33.725066, -84.792935 33.672984, -84.72065 33.672984, -84.694587 33.710545, -84.660241 33.661044, -84.587956 33.661044, -84.574691 33.680165, -84.56989 33.680165, -84.550234 33.708491, -84.512135 33.708491, -84.502591 33.722241, -84.52213 33.753211, -84.540082 33.765138, -84.565771 33.773216))",false,null
174,"Atlanta, GA",4280,GA: Duluth,"POLYGON ((-84.180148 34.024955, -84.179785 34.024435, -84.188168 34.016629, -84.162738 34.001231, -84.156551 33.978745, -84.142518 33.965776, -84.134229 33.958101, -84.1332 33.952678, -84.133301 33.952623, -84.132799 33.950011, -84.12516 33.942286, -84.104475 33.957345, -84.066615 33.989883, -84.041632 33.985646, -84.048251 33.995151, -84.015152 34.042668, -84.025244 34.057151, -84.05801 34.057151, -84.093241 34.107692, -84.165526 34.107692, -84.174785 34.094413, -84.16095 34.085517, -84.149374 34.055872, -84.17084 34.033084, -84.180148 34.024955))",true,null
174,"Atlanta, GA",3453,GA: Dunwoody,"POLYGON ((-84.3649876 33.9671554, -84.3855871 33.9384785, -84.3527998 33.9370543, -84.2885596 33.9115838, -84.2763426 33.9406385, -84.219681717968754 33.990101041408138, -84.2354746 34.0024829, -84.3358965 34.0016291, -84.3649876 33.9671554))",true,null
174,"Atlanta, GA",3434,GA: East Atlanta,"POLYGON ((-84.2919546 33.7465737, -84.3499027 33.7424229, -84.3480659 33.6989584, -84.3099856 33.6518063, -84.2667032 33.6865567, -84.2713553 33.713024, -84.2919546 33.7465737))",true,null
174,"Atlanta, GA",4285,GA: East Cobb,"POLYGON ((-84.476905811946111 34.024755890218294, -84.490638722102361 34.017072841379807, -84.488917330648022 34.009538412609878, -84.484449357162433 34.003995637131, -84.484439801792817 33.998601834620565, -84.487853918592648 33.990659837359324, -84.484382469575124 33.985591982041925, -84.480186153571324 33.973747089573635, -84.457030643145757 33.966853583425177, -84.42822908274384 33.971289159389713, -84.415601242701726 33.9744655480541, -84.41025828234406 33.981387350937, -84.402318943659978 33.986120187323451, -84.388500202815251 33.985906681583877, -84.387641895930486 33.994588815706962, -84.386268604914861 34.001420035275089, -84.375625599543767 34.011238950954279, -84.383865345637517 34.014227091252245, -84.410987843196111 34.019918496112922, -84.436737049739079 34.023333155866716, -84.455276478450017 34.025324977280668, -84.476905811946111 34.024755890218294))",true,null
174,"Atlanta, GA",4876,GA: Hiram,"POLYGON ((-84.649653 33.985285, -84.710732 33.985285, -84.735154 33.950202, -84.730228 33.943124, -84.788257 33.943124, -84.824399 33.891176, -84.788257 33.839195, -84.715972 33.839195, -84.679829 33.891176, -84.684755 33.898258, -84.672045 33.898258, -84.676257 33.904314, -84.640115 33.956254, -84.594797 33.956254, -84.626727 34.002115, -84.637933 34.002115, -84.649653 33.985285))",false,null
